2023-09-01-13-59-19-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:02.10, 1340
2023-09-01-13-59-22-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.90, 462
2023-09-01-13-59-26-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 255
2023-09-01-13-59-32-004-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.97, 460
2023-09-01-13-59-36-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.70, 447
2023-09-01-13-59-41-670-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.27, 717
2023-09-01-13-59-46-937-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.13, 774
2023-09-01-13-59-52-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.87, 1714
2023-09-01-13-59-56-937-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.20, 586
2023-09-01-14-00-02-137-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.77, 965
2023-09-01-14-00-06-904-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.27, 919
2023-09-01-14-00-12-170-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 1521
2023-09-01-14-00-17-170-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 1642
2023-09-01-14-00-22-170-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 2010
2023-09-01-14-00-27-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.97, 1748
2023-09-01-14-00-32-170-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 1765
2023-09-01-14-00-37-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 1703
2023-09-01-14-00-42-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 1960
2023-09-01-14-00-47-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 1751
2023-09-01-14-00-52-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 1751
2023-09-01-14-00-57-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 1644
2023-09-01-14-01-02-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 2099
2023-09-01-14-01-07-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 1786
2023-09-01-14-01-12-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 1867
2023-09-01-14-01-17-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 1657
2023-09-01-14-01-22-270-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 1847
2023-09-01-14-01-27-270-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 1634
2023-09-01-14-01-32-304-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.83, 1753
2023-09-01-14-01-37-137-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.13, 661
2023-09-01-14-01-42-270-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.93, 1271
2023-09-01-14-01-47-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.73, 1564
2023-09-01-14-01-51-937-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.37, 465
2023-09-01-14-01-57-304-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.90, 411
2023-09-01-14-02-02-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.13, 1119
2023-09-01-14-02-07-337-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.77, 1536
2023-09-01-14-02-12-104-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.97, 671
2023-09-01-14-02-17-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 457
2023-09-01-14-02-22-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 461
2023-09-01-14-02-27-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 457
2023-09-01-14-02-32-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 465
2023-09-01-14-02-37-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 456
2023-09-01-14-02-42-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 462
2023-09-01-14-02-47-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 457
2023-09-01-14-02-52-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 464
2023-09-01-14-02-57-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 459
2023-09-01-14-03-02-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 472
2023-09-01-14-03-07-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 460
2023-09-01-14-03-12-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 464
2023-09-01-14-03-17-070-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 458
2023-09-01-14-03-22-104-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 464
2023-09-01-14-03-27-104-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 460
2023-09-01-14-03-32-104-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 464
2023-09-01-14-03-37-104-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 461
2023-09-01-14-03-42-104-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 465
2023-09-01-14-03-47-104-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 460
2023-09-01-14-03-52-104-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 464
2023-09-01-14-03-57-104-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 458
2023-09-01-14-04-02-104-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 466
2023-09-01-14-04-07-104-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 459
2023-09-01-14-04-12-104-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.07, 458
2023-09-01-14-04-17-170-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.23, 2352
2023-09-01-14-04-22-404-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.77, 505
2023-09-01-14-04-27-170-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 2471
2023-09-01-14-04-32-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 624
2023-09-01-14-04-37-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 411
2023-09-01-14-04-42-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 427
2023-09-01-14-04-47-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 413
2023-09-01-14-04-52-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 423
2023-09-01-14-04-57-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 409
2023-09-01-14-05-02-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 431
2023-09-01-14-05-07-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 412
2023-09-01-14-05-12-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 424
2023-09-01-14-05-17-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 419
2023-09-01-14-05-22-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 425
2023-09-01-14-05-27-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 415
2023-09-01-14-05-32-204-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 423
2023-09-01-14-05-37-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 420
2023-09-01-14-05-42-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 422
2023-09-01-14-05-47-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 414
2023-09-01-14-05-52-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 423
2023-09-01-14-05-57-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 414
2023-09-01-14-06-02-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 421
2023-09-01-14-06-07-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 416
2023-09-01-14-06-12-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 428
2023-09-01-14-06-17-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 418
2023-09-01-14-06-22-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 427
2023-09-01-14-06-27-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 410
2023-09-01-14-06-32-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 422
2023-09-01-14-06-37-270-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.97, 419
2023-09-01-14-06-42-237-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 422
2023-09-01-14-06-47-270-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 411
2023-09-01-14-06-52-270-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 423
2023-09-01-14-06-57-270-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 411
2023-09-01-14-07-02-270-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 432
2023-09-01-14-07-07-270-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 417
2023-09-01-14-07-12-270-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.10, 416
2023-09-01-14-07-17-370-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.10, 413
2023-09-01-14-07-22-470-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.93, 423
2023-09-01-14-07-27-404-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.07, 409
2023-09-01-14-07-32-470-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.97, 423
2023-09-01-14-07-37-437-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.17, 403
2023-09-01-14-07-42-604-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.90, 426
2023-09-01-14-07-47-504-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.20, 400
2023-09-01-14-07-52-704-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.90, 422
2023-09-01-14-07-57-604-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.17, 405
2023-09-01-14-08-02-770-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.87, 413
2023-09-01-14-08-07-637-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.10, 407
2023-09-01-14-08-12-737-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 406
2023-09-01-14-08-17-770-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 409
2023-09-01-14-08-22-804-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 404
2023-09-01-14-08-27-804-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 417
2023-09-01-14-08-32-837-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.97, 410
2023-09-01-14-08-37-804-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 417
2023-09-01-14-08-42-837-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 411
2023-09-01-14-08-47-837-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 418
2023-09-01-14-08-52-837-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.10, 1206
2023-09-01-14-08-57-937-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.67, 1319
2023-09-01-14-09-02-604-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.90, 431
2023-09-01-14-09-07-504-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.10, 414
2023-09-01-14-09-12-604-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.90, 433
2023-09-01-14-09-17-504-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.07, 416
2023-09-01-14-09-22-570-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.93, 433
2023-09-01-14-09-27-504-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.07, 416
2023-09-01-14-09-32-570-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.93, 431
2023-09-01-14-09-37-504-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.07, 416
2023-09-01-14-09-42-570-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.97, 430
2023-09-01-14-09-47-537-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.07, 416
2023-09-01-14-09-52-604-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.90, 436
2023-09-01-14-09-57-504-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.37, 409
2023-09-01-14-10-02-870-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 1924
2023-09-01-14-10-07-870-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.10, 497
2023-09-01-14-10-12-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 414
2023-09-01-14-10-17-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 425
2023-09-01-14-10-22-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 415
2023-09-01-14-10-27-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 425
2023-09-01-14-10-32-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:04.97, 414
2023-09-01-14-10-37-937-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 423
2023-09-01-14-10-42-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 417
2023-09-01-14-10-47-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 425
2023-09-01-14-10-52-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 413
2023-09-01-14-10-57-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 424
2023-09-01-14-11-02-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 420
2023-09-01-14-11-07-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 432
2023-09-01-14-11-12-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 420
2023-09-01-14-11-17-970-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.03, 427
2023-09-01-14-11-23-004-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 420
2023-09-01-14-11-28-004-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 429
2023-09-01-14-11-33-004-419a3a99-6dd3-cf1b-3f1a-891eb67c7d37#content.mp4, 00:00:05.00, 421
